Date,Open,High,Low,Close,Adj_Close,Volume
2024-10-08,1625.0,1635.0,1603.6,1629.1,1629.1,1311331.0
2024-10-07,1624.95,1632.05,1600.2,1618.55,1618.55,1619326.0
2024-10-04,1591.0,1648.4,1591.0,1616.45,1616.45,2927576.0
2024-10-03,1615.0,1631.15,1596.15,1604.05,1604.05,2332279.0
2024-10-01,1580.0,1642.9,1580.0,1625.4,1625.4,5176596.0
2024-09-30,1606.0,1606.0,1567.85,1577.2,1577.2,3460691.0
2024-09-27,1625.0,1664.8,1604.55,1609.25,1609.25,3539822.0
2024-09-26,1610.0,1619.85,1596.0,1606.95,1606.95,2173853.0
2024-09-25,1637.1,1643.1,1590.05,1602.75,1602.75,2505756.0
2024-09-24,1601.55,1643.5,1598.1,1637.1,1637.1,1781972.0
2024-09-23,1624.95,1631.0,1594.5,1607.15,1607.15,1535902.0
2024-09-20,1608.0,1629.3,1582.4,1622.05,1622.05,3984683.0
2024-09-19,1620.0,1635.35,1587.05,1595.35,1595.35,3032379.0
2024-09-18,1648.15,1648.15,1589.0,1605.4,1605.4,2930297.0
2024-09-17,1649.0,1672.0,1641.1,1651.55,1651.55,1499644.0
2024-09-16,1651.1,1670.0,1646.5,1649.0,1649.0,1060407.0
2024-09-13,1649.9,1659.9,1638.0,1656.05,1656.05,1373924.0
2024-09-12,1619.9,1649.6,1606.0,1643.25,1643.25,2356422.0
2024-09-11,1612.0,1627.0,1598.1,1602.6,1602.6,1395340.0
2024-09-10,1592.0,1613.7,1578.5,1607.4,1607.4,2541973.0
2024-09-09,1623.2,1631.3,1574.75,1579.2,1579.2,2965098.0
2024-09-06,1639.5,1651.2,1613.95,1623.25,1623.25,1672937.0
2024-09-05,1653.0,1657.9,1632.9,1639.5,1639.5,1080904.0
2024-09-04,1619.75,1650.0,1608.9,1645.3,1645.3,1643875.0
2024-09-03,1639.0,1659.25,1632.1,1644.1,1644.1,1739553.0
2024-09-02,1636.5,1662.0,1635.55,1646.65,1646.65,1582818.0
2024-08-30,1647.0,1663.75,1631.1,1636.5,1636.5,1926984.0
2024-08-29,1620.05,1656.25,1620.05,1647.35,1647.35,2194339.0
2024-08-28,1620.0,1665.0,1616.2,1627.35,1627.35,3033590.0
2024-08-27,1644.0,1645.0,1622.1,1624.6,1624.6,1083351.0
2024-08-26,1610.0,1643.0,1609.0,1640.15,1640.15,1510157.0
2024-08-23,1613.05,1616.95,1593.05,1598.4,1598.4,1020913.0
2024-08-22,1605.05,1620.65,1596.0,1611.25,1611.25,1562554.0
2024-08-21,1616.0,1628.0,1602.0,1604.65,1604.65,1935929.0
2024-08-20,1601.0,1633.65,1595.25,1628.6,1628.6,2442281.0
2024-08-19,1587.85,1602.7,1575.85,1594.65,1594.65,1640507.0
2024-08-16,1558.4,1589.0,1531.3,1585.3,1585.3,3224481.0
2024-08-14,1512.0,1529.45,1505.0,1524.4,1524.4,2833790.0
2024-08-13,1508.3,1523.65,1495.15,1503.4,1503.4,580901.0
2024-08-12,1506.7,1524.5,1489.4,1512.5,1512.5,1809860.0
2024-08-09,1484.95,1509.25,1480.55,1506.7,1506.7,1521252.0
2024-08-08,1470.0,1488.15,1462.0,1466.45,1466.45,2333194.0
2024-08-07,1500.8,1515.25,1471.0,1473.65,1473.65,3002937.0
2024-08-06,1465.5,1503.0,1465.5,1483.4,1483.4,1665788.0
2024-08-05,1470.0,1484.25,1426.75,1456.35,1456.35,2186582.0
2024-08-02,1525.5,1533.55,1502.3,1507.7,1507.7,2894949.0
2024-08-01,1554.4,1569.0,1537.6,1544.45,1544.45,1315921.0
2024-07-31,1538.0,1561.75,1535.0,1554.4,1554.4,2398955.0
2024-07-30,1520.0,1551.95,1520.0,1538.05,1538.05,1622543.0
2024-07-29,1545.65,1554.7,1510.05,1525.35,1525.35,1755979.0
2024-07-26,1530.0,1544.65,1444.25,1541.15,1541.15,7133745.0
2024-07-25,1525.0,1547.55,1504.9,1530.0,1530.0,3283912.0
2024-07-24,1493.4,1540.0,1473.4,1533.3,1533.3,2561617.0
2024-07-23,1491.0,1502.7,1460.0,1493.4,1493.4,1640492.0
2024-07-22,1479.95,1505.85,1476.1,1495.55,1495.55,2225781.0
2024-07-19,1538.0,1539.95,1486.5,1491.4,1491.4,2504915.0
2024-07-18,1507.0,1545.7,1505.0,1539.35,1511.35,2752497.0
2024-07-16,1503.35,1519.0,1489.1,1516.2,1488.62,1794159.0
2024-07-15,1520.1,1527.5,1492.0,1499.05,1471.78,2374623.0
2024-07-12,1475.0,1511.8,1461.05,1505.05,1477.67,4372156.0
2024-07-11,1476.0,1476.0,1441.25,1460.6,1434.03,1408434.0
2024-07-10,1472.1,1472.8,1441.5,1463.35,1436.73,802718.0
2024-07-09,1466.0,1469.4,1455.0,1465.75,1439.09,1049695.0
2024-07-08,1461.35,1478.95,1460.15,1467.6,1440.91,807698.0
2024-07-05,1467.0,1470.0,1449.95,1461.35,1434.77,1334838.0
2024-07-04,1482.0,1492.0,1453.3,1459.15,1432.61,1322999.0
2024-07-03,1479.95,1485.0,1461.0,1479.8,1452.88,896602.0
2024-07-02,1480.0,1498.0,1470.0,1472.15,1445.37,2092643.0
2024-07-01,1430.35,1478.5,1424.15,1472.1,1445.32,3837301.0
2024-06-28,1441.0,1453.0,1426.65,1430.35,1404.33,2222285.0
2024-06-27,1404.35,1443.8,1392.0,1432.25,1406.2,4286657.0
2024-06-26,1432.8,1434.8,1410.0,1413.05,1387.35,1565878.0
2024-06-25,1398.8,1432.0,1394.75,1427.75,1401.78,2201375.0
2024-06-24,1390.0,1409.0,1381.0,1401.7,1376.2,1111433.0
2024-06-21,1408.0,1440.3,1386.05,1399.8,1374.34,6836535.0
2024-06-20,1386.0,1399.0,1371.45,1393.1,1367.76,1987190.0
2024-06-19,1377.0,1386.95,1361.0,1381.15,1356.03,1313197.0
2024-06-18,1380.45,1391.45,1370.15,1371.35,1346.41,950760.0
2024-06-14,1395.0,1395.75,1364.1,1371.45,1346.5,1733356.0
2024-06-13,1380.0,1396.85,1375.35,1388.95,1363.69,1953367.0
2024-06-12,1364.8,1381.0,1357.15,1370.6,1345.67,2786009.0
2024-06-11,1348.9,1359.85,1341.15,1349.45,1324.9,1465705.0
2024-06-10,1377.6,1378.0,1335.15,1340.35,1315.97,2532308.0
2024-06-07,1330.0,1381.0,1327.0,1377.6,1352.54,5790599.0
2024-06-06,1285.0,1323.6,1274.2,1317.45,1293.49,3205121.0
2024-06-05,1260.0,1284.95,1236.75,1266.9,1243.86,2709585.0
2024-06-04,1245.35,1253.7,1193.65,1239.3,1216.76,2471911.0
2024-06-03,1255.0,1261.8,1236.55,1245.35,1222.7,1091287.0
2024-05-31,1245.95,1255.25,1224.05,1228.45,1206.11,4649449.0
2024-05-30,1280.05,1287.75,1235.35,1240.85,1218.28,2610479.0
2024-05-29,1314.0,1314.0,1284.1,1286.45,1263.05,1405567.0
2024-05-28,1329.0,1330.35,1311.3,1315.1,1291.18,1608944.0
2024-05-27,1323.0,1342.8,1318.25,1329.7,1305.51,980450.0
2024-05-24,1337.5,1345.0,1318.0,1321.75,1297.71,1288301.0
2024-05-23,1336.0,1343.95,1325.1,1337.5,1313.17,1440740.0
2024-05-22,1330.0,1335.4,1311.05,1330.4,1306.2,1411627.0
2024-05-21,1307.0,1327.0,1304.1,1323.9,1299.82,1453689.0
2024-05-17,1309.1,1320.0,1297.8,1305.4,1281.66,1925387.0
2024-05-16,1287.0,1312.6,1281.3,1307.95,1284.16,4868225.0
2024-05-15,1275.0,1282.95,1265.0,1274.5,1251.32,1008105.0
2024-05-14,1263.95,1284.0,1254.1,1275.5,1252.3,1386032.0
2024-05-13,1264.4,1266.35,1250.05,1262.05,1239.09,593453.0
2024-05-10,1266.0,1273.2,1248.25,1264.4,1241.4,1322206.0
2024-05-09,1282.0,1285.9,1261.4,1269.1,1246.02,2420777.0
2024-05-08,1294.0,1300.0,1280.35,1287.0,1263.59,1332284.0
2024-05-07,1268.0,1294.8,1256.9,1292.45,1268.94,2350444.0
2024-05-06,1258.0,1265.7,1245.1,1262.25,1239.29,1363667.0
