Date,Open,High,Low,Close,Adj_Close,Volume
2024-10-08,1914.0,1954.7,1910.0,1948.45,1948.45,1086748.0
2024-10-07,1944.0,1950.0,1900.95,1914.6,1914.6,731944.0
2024-10-04,1968.95,1983.55,1928.9,1934.45,1934.45,1379482.0
2024-10-03,1959.0,2009.95,1919.55,1972.9,1972.9,1327472.0
2024-10-01,2020.0,2065.4,1970.55,1999.8,1999.8,860908.0
2024-09-30,2035.0,2060.0,2007.45,2012.9,2012.9,749912.0
2024-09-27,2037.0,2037.0,2000.55,2031.3,2031.3,1325848.0
2024-09-26,2061.6,2061.6,1991.85,2022.05,2022.05,1227890.0
2024-09-25,2062.0,2072.95,2034.7,2061.6,2061.6,676261.0
2024-09-24,2087.0,2087.0,2054.05,2068.15,2068.15,1097815.0
2024-09-23,2057.0,2106.0,2051.0,2082.4,2082.4,1311899.0
2024-09-20,2000.0,2058.85,1990.0,2048.1,2048.1,1360503.0
2024-09-19,1987.8,2002.0,1967.6,1998.6,1998.6,757558.0
2024-09-18,2008.75,2008.75,1977.1,1987.8,1987.8,427477.0
2024-09-17,1995.0,2009.95,1973.0,2006.55,2006.55,596475.0
2024-09-16,1987.75,2008.95,1984.5,1989.9,1989.9,324013.0
2024-09-13,2001.0,2023.0,1974.0,1988.05,1988.05,1147593.0
2024-09-12,1975.9,2000.95,1970.3,1996.4,1996.4,1824365.0
2024-09-11,1925.0,1968.0,1924.95,1957.6,1957.6,1175514.0
2024-09-10,1894.1,1942.0,1894.1,1922.45,1922.45,1335774.0
2024-09-09,1872.35,1900.0,1859.05,1892.4,1892.4,422565.0
2024-09-06,1877.1,1888.45,1860.2,1872.35,1872.35,788707.0
2024-09-05,1916.0,1916.0,1860.0,1879.45,1879.45,544961.0
2024-09-04,1897.95,1916.0,1878.5,1901.3,1901.3,573554.0
2024-09-03,1890.0,1910.0,1882.0,1901.95,1901.95,593605.0
2024-09-02,1920.0,1920.0,1880.1,1885.4,1885.4,663594.0
2024-08-30,1888.0,1921.5,1888.0,1899.35,1899.35,1562361.0
2024-08-29,1893.0,1902.0,1863.55,1893.25,1893.25,636198.0
2024-08-28,1899.0,1905.85,1878.0,1890.6,1890.6,766452.0
2024-08-27,1919.9,1957.45,1891.9,1895.2,1895.2,1032266.0
2024-08-26,1882.1,1916.35,1880.35,1912.1,1912.1,580249.0
2024-08-23,1895.65,1908.0,1877.0,1884.65,1884.65,543897.0
2024-08-22,1924.0,1924.0,1893.55,1895.65,1895.65,767704.0
2024-08-21,1890.0,1925.0,1882.45,1920.55,1920.55,948150.0
2024-08-20,1888.9,1902.55,1866.0,1889.7,1889.7,964261.0
2024-08-19,1886.0,1897.3,1870.0,1881.85,1881.85,622654.0
2024-08-16,1871.0,1890.9,1852.5,1876.45,1876.45,1620998.0
2024-08-14,1831.0,1851.15,1808.0,1845.95,1845.95,648490.0
2024-08-13,1815.0,1844.95,1803.8,1825.55,1825.55,810978.0
2024-08-12,1791.0,1821.4,1790.55,1810.05,1810.05,618188.0
2024-08-09,1803.0,1807.55,1791.0,1799.4,1799.4,789272.0
2024-08-08,1825.0,1832.9,1781.8,1785.55,1785.55,811391.0
2024-08-07,1805.0,1829.25,1793.45,1824.35,1824.35,352266.0
2024-08-06,1783.0,1812.0,1781.55,1789.45,1789.45,656243.0
2024-08-05,1765.1,1806.2,1765.1,1784.3,1784.3,970438.0
2024-08-02,1822.0,1839.0,1807.4,1819.5,1819.5,670205.0
2024-08-01,1857.5,1865.0,1822.45,1838.05,1838.05,504762.0
2024-07-31,1823.0,1857.6,1819.1,1849.85,1849.85,831749.0
2024-07-30,1837.6,1844.65,1812.0,1815.8,1815.8,875642.0
2024-07-29,1855.0,1862.65,1832.1,1837.6,1837.6,838188.0
2024-07-26,1846.0,1856.8,1826.05,1838.65,1838.65,814890.0
2024-07-25,1786.0,1840.0,1774.7,1826.8,1826.8,1449713.0
2024-07-24,1762.0,1799.45,1753.25,1791.75,1791.75,852488.0
2024-07-23,1772.95,1774.95,1687.55,1762.15,1762.15,1604569.0
2024-07-22,1768.0,1784.95,1740.55,1768.7,1768.7,1315829.0
2024-07-19,1870.0,1894.0,1765.0,1768.5,1768.5,1992696.0
2024-07-18,1880.0,1915.8,1821.05,1862.65,1862.65,3379348.0
2024-07-16,1896.0,1910.0,1870.0,1875.4,1875.4,1213886.0
2024-07-15,1913.0,1939.1,1881.5,1891.7,1891.7,483219.0
2024-07-12,1920.15,1929.0,1897.85,1908.45,1908.45,525200.0
2024-07-11,1946.0,1949.7,1915.2,1920.0,1920.0,584446.0
2024-07-10,1934.95,1945.0,1898.4,1929.45,1929.45,692263.0
2024-07-09,1897.0,1938.9,1866.0,1921.05,1921.05,1106006.0
2024-07-08,1904.8,1904.8,1866.65,1886.2,1886.2,625411.0
2024-07-05,1882.35,1904.25,1874.0,1893.65,1893.65,474114.0
2024-07-04,1887.5,1908.9,1875.1,1882.6,1882.6,738610.0
2024-07-03,1814.7,1884.0,1814.7,1878.9,1878.9,1890144.0
2024-07-02,1830.0,1831.95,1806.75,1814.7,1814.7,1235074.0
2024-07-01,1821.55,1874.0,1817.0,1823.9,1823.9,1346860.0
2024-06-28,1863.0,1869.45,1812.6,1822.4,1822.4,1799112.0
2024-06-27,1915.4,1918.3,1844.4,1852.85,1852.85,2145795.0
2024-06-26,1901.2,1945.35,1901.2,1918.3,1918.3,1011884.0
2024-06-25,1915.0,1968.95,1911.35,1916.85,1916.85,1895230.0
2024-06-24,1891.0,1935.0,1883.5,1911.85,1911.85,2485454.0
